upstream,mirror_name,tier,public_body,ownership_confidence,default_branch,upstream_archived,size_kb,clone_url,web_url,first_seen,last_seen,last_synced,synced_pushed_at,upstream_pushed_at,status,lfs,fidelity_notes,evidence_url
Oireachtas/csv,Oireachtas.csv,core,Houses of the Oireachtas,high,master,false,147,https://github.com/Oireachtas/csv.git,https://github.com/Oireachtas/csv,2026-08-11,2026-09-04,2026-08-26,2024-08-09T14:49:55Z,2024-08-09T14:49:55Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/Oireachtas.github.io,Oireachtas.Oireachtas.github.io,core,Houses of the Oireachtas,high,master,false,1,https://github.com/Oireachtas/Oireachtas.github.io.git,https://github.com/Oireachtas/Oireachtas.github.io,2026-08-11,2026-09-04,2026-08-26,2015-11-25T13:52:49Z,2015-11-25T13:52:49Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/ontology,Oireachtas.ontology,core,Houses of the Oireachtas,high,master,false,8839,https://github.com/Oireachtas/ontology.git,https://github.com/Oireachtas/ontology,2026-08-11,2026-09-04,2026-08-27,2016-08-16T20:04:36Z,2016-08-16T20:04:36Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/purl,Oireachtas.purl,core,Houses of the Oireachtas,high,master,false,376,https://github.com/Oireachtas/purl.git,https://github.com/Oireachtas/purl,2026-08-11,2026-09-04,2026-08-26,2023-11-30T07:59:54Z,2023-11-30T07:59:54Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-asset-admin,Oireachtas.silverstripe-asset-admin,core,Houses of the Oireachtas,high,2,false,14529,https://github.com/Oireachtas/silverstripe-asset-admin.git,https://github.com/Oireachtas/silverstripe-asset-admin,2026-08-11,2026-09-04,2026-08-27,2023-12-01T07:36:06Z,2023-12-01T07:36:06Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-assets,Oireachtas.silverstripe-assets,core,Houses of the Oireachtas,high,2,false,1488,https://github.com/Oireachtas/silverstripe-assets.git,https://github.com/Oireachtas/silverstripe-assets,2026-08-11,2026-09-04,2026-08-26,2023-11-21T22:18:22Z,2023-11-21T22:18:22Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-fluent,Oireachtas.silverstripe-fluent,core,Houses of the Oireachtas,high,7,false,2008,https://github.com/Oireachtas/silverstripe-fluent.git,https://github.com/Oireachtas/silverstripe-fluent,2026-08-11,2026-09-04,2026-08-26,2026-03-02T14:17:18Z,2026-03-02T14:17:18Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-importexport,Oireachtas.silverstripe-importexport,core,Houses of the Oireachtas,high,2,false,223,https://github.com/Oireachtas/silverstripe-importexport.git,https://github.com/Oireachtas/silverstripe-importexport,2026-08-11,2026-09-04,2026-08-26,2026-03-13T11:37:12Z,2026-03-13T11:37:12Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-link,Oireachtas.silverstripe-link,core,Houses of the Oireachtas,high,master,false,75,https://github.com/Oireachtas/silverstripe-link.git,https://github.com/Oireachtas/silverstripe-link,2026-08-11,2026-09-04,2026-08-26,2026-03-02T09:50:33Z,2026-03-02T09:50:33Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-linkable,Oireachtas.silverstripe-linkable,core,Houses of the Oireachtas,high,master,false,228,https://github.com/Oireachtas/silverstripe-linkable.git,https://github.com/Oireachtas/silverstripe-linkable,2026-08-11,2026-09-04,2026-08-26,2026-03-03T11:56:40Z,2026-03-03T11:56:40Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-multiuser-editing-alert,Oireachtas.silverstripe-multiuser-editing-alert,core,Houses of the Oireachtas,high,2.0,false,43,https://github.com/Oireachtas/silverstripe-multiuser-editing-alert.git,https://github.com/Oireachtas/silverstripe-multiuser-editing-alert,2026-08-11,2026-09-04,2026-08-26,2024-01-14T10:24:53Z,2024-01-14T10:24:53Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-pickerfield,Oireachtas.silverstripe-pickerfield,core,Houses of the Oireachtas,high,master,false,155,https://github.com/Oireachtas/silverstripe-pickerfield.git,https://github.com/Oireachtas/silverstripe-pickerfield,2026-08-11,2026-09-04,2026-08-26,2026-03-12T16:37:05Z,2026-03-12T16:37:05Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-postgresql,Oireachtas.silverstripe-postgresql,core,Houses of the Oireachtas,high,3,false,404,https://github.com/Oireachtas/silverstripe-postgresql.git,https://github.com/Oireachtas/silverstripe-postgresql,2026-08-11,2026-09-04,2026-08-26,2026-01-26T06:42:01Z,2026-01-26T06:42:01Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-redis-cache,Oireachtas.silverstripe-redis-cache,core,Houses of the Oireachtas,high,master,false,22,https://github.com/Oireachtas/silverstripe-redis-cache.git,https://github.com/Oireachtas/silverstripe-redis-cache,2026-08-11,2026-09-04,2026-08-26,2026-02-27T14:22:21Z,2026-02-27T14:22:21Z,active,unknown,,https://github.com/Oireachtas
Oireachtas/silverstripe-versioned,Oireachtas.silverstripe-versioned,core,Houses of the Oireachtas,high,2,false,1378,https://github.com/Oireachtas/silverstripe-versioned.git,https://github.com/Oireachtas/silverstripe-versioned,2026-08-11,2026-09-04,2026-08-26,2024-08-23T13:05:34Z,2024-08-23T13:05:34Z,active,unknown,,https://github.com/Oireachtas
revenue-ie/business-taxes-documentation,revenue-ie.business-taxes-documentation,core,Office of the Revenue Commissioners,high,master,false,193126,https://github.com/revenue-ie/business-taxes-documentation.git,https://github.com/revenue-ie/business-taxes-documentation,2026-08-11,2026-09-04,2026-08-27,2026-07-30T14:49:42Z,2026-07-30T14:49:42Z,active,unknown,,https://github.com/revenue-ie
revenue-ie/dpl,revenue-ie.dpl,core,Office of the Revenue Commissioners,high,master,false,270,https://github.com/revenue-ie/dpl.git,https://github.com/revenue-ie/dpl,2026-08-11,2026-09-04,2026-08-26,2018-03-20T16:44:21Z,2018-03-20T16:44:21Z,active,unknown,,https://github.com/revenue-ie
revenue-ie/err-sug-documents,revenue-ie.err-sug-documents,core,Office of the Revenue Commissioners,high,master,false,12043,https://github.com/revenue-ie/err-sug-documents.git,https://github.com/revenue-ie/err-sug-documents,2026-08-11,2026-09-04,2026-08-27,2024-06-20T12:06:28Z,2024-06-20T12:06:28Z,active,unknown,,https://github.com/revenue-ie
revenue-ie/paye-employers-documentation,revenue-ie.paye-employers-documentation,core,Office of the Revenue Commissioners,high,master,false,146457,https://github.com/revenue-ie/paye-employers-documentation.git,https://github.com/revenue-ie/paye-employers-documentation,2026-08-11,2026-09-04,2026-08-27,2026-06-26T13:14:24Z,2026-06-26T13:14:24Z,active,unknown,,https://github.com/revenue-ie
revenue-ie/pmod-sug-documents,revenue-ie.pmod-sug-documents,core,Office of the Revenue Commissioners,high,master,false,2748,https://github.com/revenue-ie/pmod-sug-documents.git,https://github.com/revenue-ie/pmod-sug-documents,2026-08-11,2026-09-04,2026-08-26,2023-09-12T12:23:03Z,2023-09-12T12:23:03Z,active,unknown,,https://github.com/revenue-ie
Teagasc/ACRES-AI-RAG,Teagasc.ACRES-AI-RAG,core,Teagasc,high,trunk,false,12,https://github.com/Teagasc/ACRES-AI-RAG.git,https://github.com/Teagasc/ACRES-AI-RAG,2026-08-11,2026-09-04,2026-08-26,2025-02-14T14:19:15Z,2025-02-14T14:19:15Z,active,unknown,,https://github.com/Teagasc
Teagasc/CloudCoverTool,Teagasc.CloudCoverTool,core,Teagasc,high,master,false,30,https://github.com/Teagasc/CloudCoverTool.git,https://github.com/Teagasc/CloudCoverTool,2026-08-11,2026-09-04,2026-08-26,2019-09-25T11:25:13Z,2019-09-25T11:25:13Z,active,unknown,,https://github.com/Teagasc
Teagasc/Excel-Validator,Teagasc.Excel-Validator,core,Teagasc,high,master,false,95,https://github.com/Teagasc/Excel-Validator.git,https://github.com/Teagasc/Excel-Validator,2026-08-11,2026-09-04,2026-08-26,2026-02-04T11:38:47Z,2026-02-04T11:38:47Z,active,unknown,,https://github.com/Teagasc
Teagasc/ieo,Teagasc.ieo,core,Teagasc,high,master,false,967,https://github.com/Teagasc/ieo.git,https://github.com/Teagasc/ieo,2026-08-11,2026-09-04,2026-08-26,2018-07-23T16:15:07Z,2018-07-23T16:15:07Z,active,unknown,,https://github.com/Teagasc
Teagasc/IEOtools,Teagasc.IEOtools,core,Teagasc,high,master,false,46,https://github.com/Teagasc/IEOtools.git,https://github.com/Teagasc/IEOtools,2026-08-11,2026-09-04,2026-08-26,2019-08-02T12:15:52Z,2019-08-02T12:15:52Z,active,unknown,,https://github.com/Teagasc
Teagasc/Research-Paper-RAG,Teagasc.Research-Paper-RAG,core,Teagasc,high,trunk,false,15,https://github.com/Teagasc/Research-Paper-RAG.git,https://github.com/Teagasc/Research-Paper-RAG,2026-08-11,2026-09-04,2026-08-26,2025-02-14T11:25:26Z,2025-02-14T11:25:26Z,active,unknown,,https://github.com/Teagasc
Teagasc/soilphysicalquality,Teagasc.soilphysicalquality,core,Teagasc,high,master,false,0,https://github.com/Teagasc/soilphysicalquality.git,https://github.com/Teagasc/soilphysicalquality,2026-08-11,2026-09-04,2026-08-26,2018-06-06T13:29:23Z,2018-06-06T13:29:23Z,active,unknown,,https://github.com/Teagasc
